"","X","RECHARGE_VALUE","MIN_RECHARGE_AVG","P2_MADE_CALLS_DURATION","P2_PERC_DAYS_SOCIAL_NETWORK_OTT","PERC_SOCIAL_NETWORK_SESSIONS_IN_P1","PERC_INTERNET_SESSIONS_IN_P1","PERC_RECEIVED_CALLS_DURATION_IN_P2","PERC_P4_RECEIVED_CALLS_DURATION_BY_TOTAL","P23_PERC_DAYS_MADE_CALLS_OTT","WEEKDAY_PERC_INTERNET_MB","WEEKEND_HOLYDAY_PERC_SOCIAL_NETWORK_SESSIONS","WEEKEND_HOLYDAY_P14_WHATSAPP_MB_BY_SESSION","AGE"
"6772",8274,30,30,59,50,0,0,46,11,15.38,15.98,14.29,0,17
"6773",8275,400,100,830,82.89,8,8,54,3,67.5,58.35,22.64,0.01,35
"6774",8276,600,100,33,97.06,9,10,47,7,16.88,41.98,23.54,0.04,34
"6775",8277,810,36.25,116,77.91,16,16,45,6,86.21,7.84,24.41,0.48,23
"6776",8280,520,40,78,80,21,24,35,13,71.25,16,19.23,0.06,22
"6777",8281,160,40,231,0,0,0,56,4,67.86,0,0,0,15
"6778",8282,200,50,88,100,21,22,48,7,82.14,5.94,21.05,0.17,30
"6779",8283,400,20,57,100,34,36,5,11,9.23,62.84,20.58,0.11,27
"6780",8284,180,30,4,86.67,19,18,28,23,10,42.18,17.89,0.19,38
"6781",8286,340,40,84,80,15,17,31,3,41.54,29.3,20.23,0.52,19
"6782",8287,60,20,14,0,40,40,37,19,50,9.41,16.67,0,18
"6783",8288,60,20,157,0,0,0,28,11,55.56,0,0,0,57
"6784",8290,350,50,359,4,7,6,43,6,84.38,100,16.67,0,59
"6785",8291,400,100,648,83.54,13,13,56,2,59.3,20.46,24.29,2.43,50
"6786",8292,410,36.67,37,94.34,22,23,27,10,54.1,18.63,20.75,2.76,35
"6787",8293,300,100,93,34.78,11,10,49,7,70.18,9.89,10.91,0.01,55
"6788",8294,190,10,695,100,23,23,47,5,13.79,17.87,17.77,0.42,33
"6789",8295,200,100,347,100,24,21,40,3,39.08,58.27,20.79,0.19,53
"6790",8297,500,100,9,79.69,24,23,19,21,47.22,4.15,25.83,0.01,27
"6791",8301,710,37.78,654,90,22,21,30,3,40.3,11.33,23.75,4.7,19
"6792",8302,160,16.67,101,30,8,5,20,4,48.57,27.57,17.46,0.16,32
"6793",8304,1300,50,282,100,20,21,25,3,53.66,20.39,23.74,3.68,25
"6794",8306,310,30,117,98.81,24,24,42,11,11.9,47.92,15.43,0.23,50
"6795",8307,850,35,263,79.76,20,20,44,10,81.4,15.02,21.45,1.28,41
"6796",8308,520,60,681,96.39,23,27,27,7,52.33,25.49,10.4,0.13,60
"6797",8309,300,50,708,67.65,20,23,32,3,38.46,33.23,20.8,0.23,22
"6798",8310,100,50,58,81.82,21,21,28,12,21.62,20.37,23.05,1.17,17
"6799",8311,20,20,18,0,0,0,64,7,33.33,0,0,-0.192704295495728,39
"6800",8312,200,50,19,92.98,15,14,41,3,14.75,6.52,19.13,0.01,23
"6801",8316,150,50,19,90,22,20,61,16,3.13,23.3,18.9,0,17
"6802",8317,41.7833123366585,39.9611201082054,16,0,0,0,53,3,0,0,0,0,13
"6803",8318,231.636652117429,47.8532902980834,18,100,24,23,38,6,0,100,16.46,0,65
"6804",8320,160,30,0,100,22,25,50,0,11.11,99.11,18.47,0,65
"6805",8321,-170.304969611214,-11.2570142734034,3,0,0,0,53,10,0,0,0,-0.548729779992962,59
"6806",8322,400,50,65,96.3,19,21,33,2,49.15,8.54,37.23,0,15
"6807",8323,450,50,89,82.26,25,19,45,5,78.57,32.95,11.85,0.05,29
"6808",8324,670,45,39,100,18,19,36,19,15.07,6.22,25.42,4,20
"6809",8325,630,27.27,76,73.97,20,27,44,13,47.5,96.15,2.66,0,48
"6810",8326,550,50,46,100,5,4,30,10,23.81,23.56,25.19,1.07,25
"6811",8327,190,10,274,98.75,15,17,49,5,16.87,17.09,20.1,0.65,37
"6812",8328,120,25,23,95,18,18,41,10,40,33.59,20.67,0.18,19
"6813",8329,50,50,791,100,22,21,40,2,5.26,97.29,16.43,0,19
"6814",8330,300,100,195,89.86,18,17,36,10,24,17.49,20.93,1.58,26
"6815",8331,100,100,14,80,24,25,59,12,63.64,6.2,22.73,0.03,42
"6816",8332,580,45,604,100,24,24,41,7,63.75,74.67,15.64,0,30
"6817",8333,350.544572172173,45.2017724917143,21,66.67,33,40,22,19,0,65.11,0,0,19
"6818",8334,90,30,30,100,25,18,36,26,1.22,23.46,15.58,0.16,19
"6819",8335,450,75,241,98.81,21,26,35,7,26.74,27.03,18.78,0.48,58
"6820",8337,20,20,1,0,0,0,31,7,50,0,0,0,46
"6821",8338,180,20,66,98.53,21,23,57,9,8.7,7.99,18.48,0.02,27
"6822",8339,570,44,246,88.51,12,12,57,7,89.66,10.78,25.67,0.3,23
"6823",8340,400,100,140,1.82,10,17,51,7,59.09,97.43,0,0,54
"6824",8341,90,30,221,0,0,0,39,5,45,0,0,0,28
"6825",8342,140,20,50,32,0,0,49,10,34.48,90.81,15.79,0,65
"6826",8343,612.390933687749,113.251392408501,47,100,29,24,31,1,100,17.17,27.3297315967261,1.41061189296899,31
"6827",8344,140,20,15,0,25,25,48,13,65.52,0,16.67,0,45
"6828",8345,-101.13294575009,25.6663305293397,-863.666945014039,91.6607637999142,0,0,0,50,-3.66670650091623,0,25.2133321497074,-0.908778582494506,30
"6829",8346,150,20,473,0,0,0,40,3,66.67,0,0,0,42
"6830",8347,500,100,84,71.43,15,15,37,8,75.31,14.65,25.69,0.27,35
"6831",8348,231.165739539039,67.9183267878899,0,100,8,6,5,48,0,97.69,15.86,0,38
"6832",8349,240,30,79,0,0,0,56,8,62.5,0,0,0,25
"6833",8350,150,50,19,93.75,21,21,19,10,15.79,4.26,23.42,0.01,31
"6834",8352,50,50,15,100,19,16,46,8,3.85,38.16,20.26,0.01,20
"6835",8353,950,50,308,100,27,29,58,2,68.97,15.76,27.68,0.02,34
"6836",8355,80,20,745,92.31,22,21,49,5,3.7,66.57,15.38,0.02,33
"6837",8356,40,20,6,20,38,45,32,13,37.5,100,14.29,0,42
"6838",8357,500,66.67,724,98.85,19,12,56,2,88.51,68.96,8.86,0.05,33
"6839",8358,300,100,983,0,0,0,51,2,91.8,0,0,0,48
"6840",8360,410,25.71,203,0,0,0,52,6,75,0,0,0,49
"6841",8361,120,20,102,0,0,0,45,5,63.64,0,0,0,50
"6842",8362,120,20,38,0,0,0,38,5,50,0,0,0,38
"6843",8363,300,100,82,86.89,17,17,42,10,48.48,17.99,22.79,0.02,22
"6844",8364,130,32.5,11,50,9,8,33,5,28.57,7.13,23.53,0.01,61
"6845",8365,300,20,88,7.41,17,18,51,6,51.35,99.51,0,0,52
"6846",8366,630,60,1205,100,24,25,50,3,28.74,15.65,13.78,0.77,51
"6847",8367,550,50,774,84.15,19,18,34,3,66.28,28.96,20.58,0.36,30
"6848",8368,50,50,128,83.33,16,18,49,8,8,0,19.44,0.01,36
"6849",8369,330,35,36,94.12,21,22,12,3,21.05,12.59,23.36,0.15,16
"6850",8370,299.108764388595,59.8889138818391,53,0,0,0,32,14,0,0,0,0,58
"6851",8371,40,20,6,0,0,0,67,0,0,0,0,-1.08546085752735,52
"6852",8372,320,26,225,0,0,0,35,6,51.61,0,0,0,30
"6853",8374,200,100,4,96.23,11,10,66,7,5,64.43,18.1,0.12,18
"6854",8375,480,50,424,0,0,0,42,2,86.11,0,0,0,61
"6855",8378,500,75,385,0,100,100,52,4,64.15,0,0,0,63
"6856",8379,60,30,1,0,0,0,29,12,42.86,0,0,0,20
"6857",8381,163.947877103283,48.6346050969115,77,0,0,0,58,2,76.92,0,0,0,31
"6858",8382,300,100,87,13.79,26,26,37,9,61.54,40.2,25.38,0,37
"6859",8383,360,30,169,95.65,22,24,39,5,39.19,14.35,30.05,0.03,29
"6860",8386,120,20,121,5.88,0,0,33,7,54.17,0,25,0.07,40
"6861",8387,20,20,8,88.89,4,4,23,13,4.55,42.1,16.81,0.21,24
"6862",8388,130,20,26,93.75,25,23,20,15,47.62,48.99,20.78,0.75,27
"6863",8390,510,27.14,911,100,23,23,42,5,67.82,8.79,16.79,2.3,30
"6864",8391,190,20,61,0,0,0,52,6,55.56,0,16.67,0,42
"6865",8392,430.804156241492,38.8538139193092,117,0,0,0,53,6,25,0,0,0,52
"6866",8393,580,52.5,273,86.59,20,20,49,5,93.9,5.74,23.68,1.08,22
"6867",8394,120,10,492,100,14,13,35,5,2.47,3.24,13.02,1.32,21
"6868",8395,270.744209135251,15.8448539246776,111,96.77,18,17,44,11,0,6.19,16.3,0,25
"6869",8396,150,50,168,21.88,15,24,81,3,73.53,99.42,20,0,25
"6870",8397,300,10,189,100,26,26,40,6,5.81,11.98,17.05,1.31,26
"6871",8398,460,80,201,83.33,11,10,32,5,59.26,65.07,12.5,0.05,25
"6872",8399,200,50,653,97.4,24,24,57,1,18.29,95.91,15.06,0,27
"6873",8400,530,57.5,89,85,18,19,47,13,25.71,19.33,27.04,1.1,18
"6874",8402,350,35,389,64.44,16,14,57,3,59.62,50.44,19.42,0.31,50
"6875",8403,660,25,569,0,33,40,41,5,65.33,100,15.38,0,65
"6876",8404,340,20,348,50,23,20,36,8,71.05,97.29,13.82,0,21
"6877",8405,430,45,92,0,0,0,50,12,67.35,0,0,0,30
"6878",8406,610,25.71,142,0,0,0,68,0,78.69,0,0,-0.0134644683931736,41
"6879",8407,310,30,6,86.67,9,9,24,6,3.33,34.95,22.45,0.08,18
"6880",8408,500,100,21,13.56,8,8,34,12,49.23,100,14.29,0,20
"6881",8409,89.4829679164257,27.0007861337626,75.0766280619698,-18.9224282926249,0,0,0,0,0,0,-1.42640626860297,-0.0590875827353955,33
"6882",8410,650,20,394,100,23,24,49,2,18.97,7.71,19.93,0.42,25
"6883",8411,220,60,153,45,3,3,53,4,40,12.2,23.26,0.25,37
"6884",8412,510,60,644,28.99,17,11,56,5,86.49,17.55,9.56,0.91,55
"6885",8413,540,38,122,80.77,22,22,20,8,42.86,27.8,22.96,0.22,23
"6886",8414,201.722742748772,-35.7933325234222,0,100,0,0,0,0,0,100,16.67,0.44790507812749,18
"6887",8415,580,66,330,91.14,22,23,56,3,57.83,29.76,26.61,0.1,31
"6888",8416,70,23.33,3,96.55,24,24,3,9,6.06,80.72,16.23,0,49
"6889",8417,400,100,1132,98.85,21,21,53,7,88.51,20.08,27.84,0.08,35
"6890",8418,141.195055385748,-84.4288151906055,23,0,100,100,59,5,0,0,0,0,31
"6891",8421,100,100,62,95.74,15,13,41,6,4.55,4.43,18.24,0,26
"6892",8423,274.804069981691,12.1930057934029,36,95.45,3,3,40,7,4,0,16.67,0,17
"6893",8424,900,100,179,95.24,18,19,50,5,29.23,25.29,22.35,0.15,47
"6894",8425,500,50,207,96.43,19,18,39,9,17.44,11.81,22.97,0.43,32
"6895",8426,340,60,345,81.48,15,14,36,9,76.92,36.25,21.55,0.05,33
"6896",8427,650,50,128,8.96,39,35,41,15,77.5,100,16.67,0,49
"6897",8428,500,50,104,96.15,15,15,42,11,68.35,6.76,21.64,1.09,20
"6898",8429,350,75,14,100,23,24,44,11,3.49,39.66,17.99,0,20
"6899",8430,270,40,26,7.69,7,7,38,24,26.79,31.06,18.52,0.03,23
"6900",8431,720,38,106,100,21,22,49,8,55,31.61,23.59,0.63,32
"6901",8432,210,30,16,77.14,26,26,23,11,4.55,83.45,16.67,0,45
"6902",8433,200,100,22,85.71,10,10,43,8,80,4.56,24.44,0.28,23
"6903",8434,-144.657446637425,15.3769264000707,5,0,0,0,57,4,0,0,0,0,29
"6904",8435,140,20,260,0,0,0,48,3,33.33,0,0,0,56
"6905",8436,500,50,306,100,25,21,49,7,75.86,30.79,10.34,0.26,33
"6906",8437,700,42.86,466,97.56,17,18,25,13,61.18,8.66,26.22,0.75,19
"6907",8438,100,20,2,100,15,13,17,7,5.71,7.68,15.9,0.85,16
"6908",8439,20,20,66,0,0,0,69,4,0,0,0,0,44
"6909",8440,290,23.33,152,87.32,18,18,39,5,21.92,16.16,21.98,0.06,25
"6910",8442,40,20,13,100,26,25,23,11,0,80.41,16.41,0,45
"6911",8443,450,50,76,87.04,7,7,46,6,11.67,55.9,23.18,0.21,48
"6912",8444,60,30,75,0,25,25,50,9,89.66,98.1,16.67,0,22
"6913",8446,480,30,110,69.23,6,8,33,10,53.57,25.98,23.24,0.06,18
"6914",8447,20,20,0,0,0,0,0,0,0,0,9.07365157229441,-1.01076230721096,53
"6915",8448,350,75,113,77.5,17,16,57,6,66.67,24.05,25.74,0,35
"6916",8449,140,30,319,95.24,15,13,39,4,15.38,39.37,19.01,0.46,18
"6917",8450,280,38.33,700,98.65,19,19,35,9,45.33,35.95,22.05,0.22,20
"6918",8451,210,11.67,12,100,17,17,38,8,12.5,39.85,14.52,0.07,25
"6919",8452,653.269850013472,120.914731720814,2,100,29,25,29,33,42.11,9.37,26.92,1.84,48
"6920",8453,410,70,112,1.96,0,0,43,8,85.96,72.39,0,0,52
"6921",8454,420,110,1207,95,27,26,32,2,41.46,38.63,19.27,0.05,52
"6922",8455,618.048509867915,45.1165735092958,1,100,14,13,31,0,71.43,42.72,23.08,0.09,18
"6923",8456,500,50,189,100,8,9,49,10,71.08,13.56,24.79,1.99,23
"6924",8457,500,50,192,61.9,10,9,26,5,43.48,96.65,17.41,0.02,44
"6925",8458,510,52.5,226,100,17,17,36,2,38.82,35.88,22.84,0.11,28
"6926",8459,400,100,224,100,19,21,50,6,48.28,6.88,22.33,0.12,40
"6927",8460,500,66.67,163,73.53,15,16,53,4,67.11,84.95,19.3,0,18
"6928",8461,620,80,256,98.84,16,21,62,4,78.16,21.35,21.66,0.66,49
"6929",8463,-347.036703747905,2.2722294309616,18,0,0,0,100,0,0,0,0,-1.26501498906116,36
"6930",8464,550,83.33,460,100,25,24,41,3,96.55,99.86,13.91,0,42
"6931",8465,150,20,26,0,0,0,41,12,7.14,0,0,0,55
"6932",8466,400,100,125,98.8,12,15,35,5,56.32,52.82,19.18,0.03,24
"6933",8467,700,100,147,100,18,19,47,11,57.47,19.92,25.94,0.93,32
"6934",8468,300,50,473,18.37,19,19,52,5,67.86,90.07,15.09,0,38
"6935",8469,560,25,70,100,17,17,27,5,14.12,30.06,24.7,0.14,25
"6936",8470,800,200,124,46.34,10,10,55,5,63.27,64.08,23.4,0.03,64
"6937",8471,450,75,603,89.02,17,21,48,3,62.65,18.93,20.36,0.15,34
"6938",8472,170,30,46,98.84,5,4,44,8,15.12,73.82,12.18,0.01,62
"6939",8473,350,50,788,78.26,12,12,57,2,20.41,42.58,22.99,0.2,43
"6940",8474,50,50,77,12.5,0,0,32,8,21.43,7.05,0,0,20
"6941",8475,60,15,38,62.07,19,17,50,12,20.59,57.65,15.25,0.03,40
"6942",8476,140,30,51,0,0,0,48,8,45.45,0,0,0,55
"6943",8477,1280,32.78,201,100,21,20,54,6,34.48,9.11,23.35,0.19,23
"6944",8478,120,20,18,71.43,17,14,31,8,8.7,71.61,13.46,0.01,54
"6945",8480,50,50,5,61.11,18,17,25,17,14.29,48.27,25,0.27,15
"6946",8481,850,40,14,100,28,29,23,25,6.58,13.87,21.48,0.37,25
"6947",8484,50,50,24,0,0,0,51,13,20,0,0,0,39
"6948",8485,223.77038362109,35.9404943799839,8,100,27,27,55,5,0,0,16.67,0.230780350721608,22
"6949",8486,690,32.86,42,98.75,15,16,33,16,8.43,11.61,26.97,0.17,22
"6950",8487,390,50,96,92.21,18,17,70,4,48.15,43.5,18.24,0.48,40
"6951",8488,180,15,636,91.18,21,21,57,3,27.14,33.78,16.3,0.19,27
"6952",8489,400,100,512,83.53,5,5,57,5,83.72,41.29,21.19,0.27,53
"6953",8490,180,25,57,0,0,0,39,21,56.67,0,0,0,59
"6954",8492,370,40,47,85.37,8,9,34,9,22.03,25.37,23.89,0.38,15
"6955",8493,500,50,28,98.48,22,21,49,8,32.88,96.03,12.23,0.04,20
"6956",8494,250,50,276,98.46,22,21,30,4,4.82,17.63,20.38,1.66,16
"6957",8495,510,33.33,315,91.57,11,11,38,9,67.44,18.21,25.07,0.83,23
"6958",8496,330,21.67,261,0,0,0,42,7,69.84,0,0,0,22
"6959",8497,330,30,666,61.4,16,16,40,5,69.35,28.34,22.54,0,52
"6960",8499,170,20,60,68.18,16,17,26,16,27.03,26.25,21.62,0.16,18
"6961",8502,410,30,8,93.1,21,20,5,6,21.43,22.88,24.01,0.42,24
"6962",8503,400,50,23,95.83,17,18,29,24,42.31,30.67,25.26,0.21,17
"6963",8504,570,38,65,100,24,23,21,19,32,3.36,22.64,4.15,35
"6964",8505,30,30,403,92.59,9,10,47,4,32.26,29.87,20.98,0,30
"6965",8506,350,75,138,38.57,0,0,58,5,77.78,6.39,22.65,0.06,43
"6966",8507,950,87.5,157,98.84,23,23,38,13,56.32,10.73,23.22,0.26,27
"6967",8508,670,36,18,100,12,15,23,25,3.75,5.97,22.79,2.36,50
"6968",8510,150,50,97,85.71,25,24,53,5,34.38,9.55,23.38,1.24,36
"6969",8511,400,200,108,89.09,7,7,30,8,40.58,10.58,22.83,0.04,30
"6970",8512,320,60,143,96.2,16,15,45,5,62.2,14.15,21.35,1.58,15
"6971",8513,110,20,76,0,0,0,32,11,23.08,0,0,0,55
"6972",8514,100,50,570,70.97,14,11,42,5,29.73,33.29,18.23,1.2,30
"6973",8515,500,100,137,90.63,20,22,54,3,18.84,47.38,13.93,0.69,62
"6974",8516,400,100,87,100,8,7,61,6,44.58,40.18,24.75,0.22,40
"6975",8517,400,50,30,80.56,10,9,19,8,25,31.7,21.69,0.33,20
"6976",8518,340,14.55,631,91.07,16,13,59,2,27.42,17.93,14.6,0.13,23
"6977",8519,450,50,595,97.5,20,20,32,5,67.5,21.51,24.28,2.27,20
"6978",8520,100,20,32,100,19,15,53,3,0,58.67,13.5,0.11,34
"6979",8521,400,50,74,100,19,21,39,10,4,11.2,27.97,0.06,18
"6980",8522,50,50,9,30,30,30,43,11,23.08,0,16.67,0,38
"6981",8524,540,46.67,299,28.99,11,8,59,5,85.71,18.76,11.61,0.55,51
"6982",8525,560,40,1654,94.87,20,22,48,2,83.95,6.89,23.25,1.46,35
"6983",8526,203.419336116006,66.5406471124357,0,100,26,28,0,0,0,97.44,13.79,0,40
"6984",8527,550,83.33,20,98.7,23,23,52,7,8.75,13.22,23.01,0.16,55
"6985",8528,320,25,180,100,24,21,21,3,2.3,12.71,18.93,1.87,28
"6986",8529,400,27.5,47,0,0,0,41,14,65.45,0,0,0,56
"6987",8530,240,20,166,100,23,23,40,11,16.25,10.32,19.79,3.49,17
"6988",8531,170,30,20,93.33,9,12,27,10,9.3,19.83,19.35,0.64,23
"6989",8534,460,25,171,100,20,21,60,6,75.86,17.79,27.29,0.67,30
"6990",8535,300,100,69,97.37,28,29,44,6,69.23,6.8,23.12,7.11,40
"6991",8538,400,100,759,90.8,4,5,60,5,95.4,79.71,25.28,0.18,62
"6992",8540,400,100,9,90.63,12,12,30,23,25.32,75.7,18.67,0.42,36
"6993",8541,800,26,93,92.06,20,19,39,15,60.56,30.94,12.1,2.08,20
"6994",8542,150,30,11,0,0,0,35,12,33.33,0,0,0,62
"6995",8544,650,100,9,88.24,18,18,30,12,29.23,61.43,24.91,0.06,20
"6996",8545,400,100,46,100,5,5,37,15,32.53,8.65,25.62,0.09,39
"6997",8546,600,23.33,1665,87.1,22,22,33,3,57.14,38.22,21.55,0.15,25
"6998",8547,780,41.67,293,98.84,21,22,49,6,93.02,48.19,22.63,0.19,42
"6999",8548,50,50,2,100,13,13,45,22,7.69,6.21,26.92,5.04,20
"7000",8550,300,50,76,0,0,0,50,3,72.73,0,0,0,63
"7001",8551,370,12.5,442,87.88,10,9,33,6,48.15,14.54,24.47,1.46,23
"7002",8553,440,25,37,97.37,17,17,61,7,4.82,5.42,17.47,1.53,54
"7003",8554,480,50,58,0,0,0,31,16,66.04,0,0,0,43
"7004",8557,20,20,8,66.67,50,45,19,9,0,100,15.91,0.01,32
"7005",8560,160,25,540,0,0,0,59,3,36.84,0,0,0,50
"7006",8562,580,45,94,98.81,21,20,54,3,12.64,7.65,22.46,0.09,39
"7007",8564,100,100,124,48.15,15,13,49,3,42.11,48.26,17.65,0.04,50
"7008",8565,550,75,52,87.1,25,25,47,8,24.64,11.72,22.93,0.07,25
"7009",8567,150,50,75,98.53,26,25,54,6,19.54,32.12,12.09,0.06,25
"7010",8568,390,16.67,57,90.48,22,23,43,21,51.19,19.98,23.66,2.36,25
"7011",8569,340,60,204,77.92,6,6,48,8,59.26,6.79,26.08,0.02,25
"7012",8570,600,50,585,81.82,19,17,38,5,69.41,28.77,27.29,0.28,44
"7013",8571,210,20,23,95.74,22,20,48,9,1.67,23.3,13.04,0.07,22
"7014",8572,590,33.33,784,88.37,23,19,36,2,94.19,11.99,21.57,0.34,50
"7015",8574,120,20,166,22.22,0,0,54,3,40,0,0,0,40
"7016",8575,200,100,25,94.59,12,12,22,28,28.89,19.77,22.26,4.51,18
"7017",8576,1200,100,129,75,27,25,65,5,62.82,97.83,24.19,0.01,63
"7018",8577,300,100,420,100,23,25,29,6,70.11,0,28.26,0.21,30
"7019",8578,280,25,119,70.59,9,9,41,5,26.53,49.6,23.53,0.03,30
"7020",8579,170,20,165,100,22,23,23,18,39.58,19.96,24.21,0.12,18
"7021",8580,130,30,171,52.63,17,16,37,3,63.64,31.92,26.11,0.2,39
"7022",8581,560,52.5,51,100,24,22,31,13,23.26,9.36,10.46,0.33,32
"7023",8582,150,50,1,86.36,7,6,17,22,66.67,42.59,25.62,0.21,17
"7024",8584,120,20,43,80,0,0,46,6,46.67,65.9,16.33,0.08,32
"7025",8585,350,50,205,0,0,0,35,10,70,0,0,0,49
"7026",8587,130,20,1,75,46,41,67,0,0,75.82,21.05,0,27
"7027",8589,250,33.33,61,0,0,0,61,12,35.29,0,0,0,44
"7028",8590,200,100,15,91.67,8,9,16,16,16.67,69.99,28.8,2.88,15
"7029",8591,490,32,7,100,25,25,11,25,11.76,6.16,21.72,1.1,26
"7030",8593,500,100,184,91.76,18,18,46,10,70.93,29.63,25.09,0.24,30
"7031",8594,530,46,281,51.06,4,5,42,5,53.85,13.15,23.31,1.29,20
"7032",8598,550,50,36,0,0,0,36,24,64.62,0,0,0,50
"7033",8601,690,35,415,95.29,18,18,45,6,80.23,11.09,21.75,0.26,23
"7034",8602,200,100,28,96.77,24,30,34,8,67.74,62.8,22.07,0.04,15
"7035",8603,150,20,165,50,12,8,37,9,3.57,96.34,21.88,0,49
"7036",8604,450,75,211,57.81,15,15,58,6,71.43,49.63,22.11,0.07,43
"7037",8605,1310,72,115,100,17,20,34,6,44.83,5.1,17.96,0.4,27
"7038",8606,120,10,293,100,13,12,37,8,3.7,1.73,14.43,5.3,26
"7039",8607,400,100,205,88.33,29,29,18,12,53.75,28.59,17.63,0.36,40
"7040",8608,350,75,481,36.54,14,14,49,3,68.42,37.73,22.35,0.35,54
"7041",8609,100,100,15,100,5,6,39,6,60,33.32,21.1,1.33,39
"7042",8611,370,22.5,99,0,0,0,27,7,25,0,0,0,41
"7043",8612,170,42.5,17,65.22,12,12,25,9,46.88,6.58,26.15,0,22
