,RECHARGE_VALUE,RECHARGE_AVG,COUNT_HAS_RECHARGE,SOCIAL_NETWORK_MB,INSTAGRAM_MB,PERC_SOCIAL_NETWORK_MB,PERC_WHATSAPP_MB,PERC_INTERNET_MB,SOCIAL_NETWORK_MB_BY_SESSION,PERC_DAYS_SOCIAL_NETWORK_OTT,PERC_DAYS_MADE_CALLS_OTT,P1_SOCIAL_NETWORK_MB,P1_PERC_WHATSAPP_SESSIONS,P1_PERC_INTERNET_SESSIONS,P1_SOCIAL_NETWORK_MB_BY_SESSION,P2_MADE_CALLS,P2_MADE_CALLS_DURATION,P2_PERC_RECEIVED_CALLS_DURATION,P3_MADE_CALLS_DURATION,P3_SOCIAL_NETWORK_MB_BY_SESSION,P3_PERC_DAYS_MADE_CALLS_OTT,P4_INSTAGRAM_MB,P4_WHATSAPP_MB_BY_SESSION,P4_PERC_DAYS_MADE_CALLS_OTT,PERC_SOCIAL_NETWORK_SESSIONS_IN_P1,PERC_P1_INTERNET_MB_BY_TOTAL,PERC_RECEIVED_CALLS_DURATION_IN_P2,PERC_MADE_CALLS_IN_P2,PERC_P2_MADE_CALLS_BY_TOTAL,PERC_P2_MADE_CALLS_DURATION_BY_TOTAL,PERC_INSTAGRAM_MB_IN_P3,PERC_WHATSAPP_MB_IN_P4,PERC_RECEIVED_CALLS_DURATION_IN_P4,PERC_P4_WHATSAPP_SESSIONS_BY_TOTAL,PERC_P4_RECEIVED_CALLS_DURATION_BY_TOTAL,WEEKEND_HOLYDAY_INTERNET_MB,WEEKEND_HOLYDAY_WHATSAPP_MB_BY_SESSION,WEEKEND_HOLYDAY_P14_WHATSAPP_MB_BY_SESSION,DEVICE_CAPABILITY_2G,AGE
93,300.0,100.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,1.67,60.0,0.0,0.0,0.0,0.0,220.0,89.0,59.36,38.0,0.0,46.67,0.0,0.0,50.0,0.0,0.0,49.0,60.0,37.0,21.0,0.0,0.0,18.0,12.0,11.0,0.0,0.0,0.0,0,46
94,700.0,63.64,3.0,6110.53,0.0,86.09,0.14,13.77,6.41,96.43,66.67,265.18,20.04,23.92,2.07,191.0,93.0,29.55,163.0,7.7,36.49,0.0,0.01,48.15,13.0,1.0,29.0,14.0,11.0,16.0,0.0,35.0,39.0,8.0,9.0,330.39,0.02,0.02,0,27
95,570.0,47.5,3.0,3411.75,0.07,84.24,1.44,14.32,5.12,97.59,93.98,355.89,22.54,22.54,3.27,849.0,190.0,22.13,287.0,3.95,75.0,0.01,0.19,57.53,16.0,3.0,35.0,39.0,31.0,23.0,43.0,54.0,20.0,6.0,4.0,70.28,0.06,0.06,0,23
96,200.0,100.0,2.0,0.05,0.0,8.2,0.98,90.83,0.01,11.43,62.86,0.0,16.67,16.67,0.0,296.0,161.0,24.41,109.0,0.03,41.67,0.0,0.0,41.67,17.0,0.0,39.0,87.0,72.0,31.0,0.0,0.0,16.0,6.0,4.0,0.0,0.0,0.0,0,30
98,200.0,66.67,2.0,760.57,5.31,67.31,17.44,14.78,1.98,100.0,6.17,69.64,18.06,21.44,0.86,2.0,21.0,47.5,21.0,1.22,2.94,2.96,1.13,2.53,21.0,2.0,35.0,25.0,7.0,14.0,16.0,70.0,22.0,6.0,8.0,30.23,0.16,0.06,0,22
99,430.0,43.0,3.0,2151.0,3.87,60.57,19.64,19.68,3.13,100.0,54.65,70.44,21.86,22.83,1.01,84.0,275.0,27.63,442.0,5.18,27.16,0.0,0.99,15.58,10.0,1.0,42.0,39.0,21.0,24.0,98.0,27.0,18.0,7.0,4.0,211.34,1.17,0.89,0,25
101,570.0,81.43,3.0,1743.52,0.0,53.28,20.94,25.78,4.69,94.94,3.8,275.38,17.09,23.5,3.88,5.0,14.0,50.0,5.0,3.63,0.0,0.0,1.62,3.85,19.0,1.0,36.0,45.0,6.0,24.0,0.0,32.0,51.0,6.0,34.0,238.17,0.12,0.04,0,21
102,380.0,47.5,3.0,4020.48,91.92,63.6,27.51,7.43,5.83,96.67,16.67,1976.41,25.28,22.32,14.97,5.0,5.0,88.37,17.0,1.8,10.64,4.45,3.16,5.56,19.0,2.0,23.0,13.0,4.0,2.0,5.0,40.0,41.0,8.0,31.0,154.68,2.82,3.96,0,16
103,580.0,41.43,3.0,2635.33,0.0,82.69,6.09,11.22,4.67,97.56,81.71,308.61,23.45,18.18,2.94,347.0,975.0,21.12,642.0,4.44,72.15,0.0,0.5,38.16,19.0,1.0,43.0,35.0,25.0,34.0,0.0,50.0,19.0,7.0,4.0,74.29,0.3,0.33,0,30
104,260.0,28.89,3.0,820.25,6.83,58.15,11.55,29.82,1.73,100.0,22.99,121.49,18.92,24.17,1.15,44.0,93.0,39.61,36.0,1.84,15.12,4.41,0.1,7.14,22.0,2.0,45.0,35.0,17.0,21.0,23.0,10.0,18.0,5.0,5.0,65.49,0.47,0.11,0,27
105,140.0,35.0,2.0,40.34,0.0,27.2,48.98,23.81,0.25,97.5,12.5,22.73,24.71,23.17,0.38,0.0,405.0,7.11,308.0,0.2,18.52,0.0,0.41,9.52,38.0,14.0,26.0,0.0,0.0,41.0,0.0,30.0,28.0,7.0,3.0,3.46,0.05,0.04,0,35
106,200.0,100.0,2.0,2658.91,0.0,71.47,0.91,27.62,6.87,91.67,100.0,225.85,21.8,19.3,2.48,431.0,319.0,46.02,300.0,9.94,83.33,0.0,0.05,61.67,24.0,1.0,44.0,35.0,20.0,23.0,0.0,15.0,18.0,7.0,8.0,389.71,0.22,0.04,0,46
107,500.0,62.5,3.0,5769.31,0.0,79.35,13.69,6.97,11.29,83.13,68.67,440.05,22.19,20.86,5.06,185.0,195.0,55.58,166.0,14.23,36.11,0.0,1.32,23.61,17.0,1.0,45.0,49.0,28.0,19.0,0.0,18.0,12.0,6.0,6.0,139.61,1.96,1.72,0,30
108,300.0,25.0,2.0,127.02,0.0,50.91,0.0,49.09,3.18,20.99,80.25,0.03,13.79,24.14,0.0,197.0,270.0,31.47,291.0,4.04,64.62,0.0,0.0,55.1,15.0,8.0,39.0,36.0,20.0,25.0,0.0,0.0,20.0,3.0,6.0,42.98,0.0,0.0,0,28
109,700.0,116.67,3.0,6107.35,0.0,84.09,2.07,13.83,14.04,91.03,58.97,1348.53,22.82,21.6,14.5,115.0,108.0,43.46,9.0,10.83,14.75,0.0,0.05,8.11,21.0,2.0,58.0,84.0,47.0,39.0,0.0,2.0,8.0,4.0,4.0,108.24,0.3,0.28,0,40
110,400.0,133.33,2.0,4116.36,25.97,78.69,0.76,20.04,8.22,90.7,67.44,1267.48,18.51,24.81,11.63,81.0,84.0,53.33,111.0,6.74,48.0,0.69,0.12,36.14,22.0,4.0,24.0,17.0,10.0,11.0,95.0,38.0,39.0,6.0,20.0,490.44,0.18,0.01,0,30
111,450.0,32.14,3.0,1.05,0.0,0.59,16.7,82.71,0.01,60.53,59.21,0.04,22.95,24.59,0.0,71.0,149.0,36.05,132.0,0.01,42.86,0.0,0.16,38.6,8.0,2.0,34.0,40.0,20.0,22.0,0.0,32.0,32.0,10.0,12.0,72.03,0.2,0.18,0,34
112,460.0,57.5,3.0,55.45,0.0,3.66,45.58,50.76,0.1,97.7,70.11,22.47,22.71,22.14,0.15,482.0,1248.0,13.33,620.0,0.01,17.86,0.0,0.36,34.12,27.0,12.0,45.0,45.0,31.0,32.0,0.0,11.0,28.0,7.0,3.0,190.07,1.18,1.1,0,31
113,130.0,43.33,2.0,11.32,0.0,43.27,41.5,15.23,0.11,62.79,16.28,0.0,22.86,20.0,0.0,1.0,26.0,45.83,53.0,0.1,16.67,0.0,0.09,11.11,5.0,0.0,21.0,4.0,1.0,12.0,0.0,12.0,40.0,3.0,20.0,1.59,0.1,0.1,0,15
114,450.0,75.0,3.0,3441.76,164.91,78.77,4.84,12.61,10.18,94.74,63.16,106.15,23.47,21.43,5.05,78.0,61.0,39.6,68.0,7.74,38.81,5.73,0.3,56.0,6.0,0.0,31.0,17.0,11.0,15.0,24.0,11.0,24.0,5.0,8.0,124.17,0.33,0.05,0,23
115,500.0,100.0,3.0,1482.22,0.11,40.58,10.87,43.59,2.3,97.67,80.23,115.84,20.83,23.69,0.86,471.0,150.0,41.18,216.0,2.27,46.25,0.03,0.47,28.75,21.0,10.0,32.0,59.0,37.0,19.0,18.0,20.0,16.0,6.0,7.0,312.98,0.23,0.3,0,28
117,500.0,100.0,3.0,4247.38,5.88,76.73,5.53,17.63,5.19,100.0,83.91,260.6,22.85,23.32,1.32,72.0,161.0,24.77,1071.0,9.97,66.67,2.03,0.64,48.28,24.0,3.0,13.0,6.0,4.0,5.0,32.0,45.0,38.0,6.0,4.0,451.86,0.62,0.89,0,25
118,500.0,125.0,2.0,3935.2,0.03,68.04,7.56,24.39,1.48,98.82,45.88,320.12,27.6,25.72,0.51,91.0,757.0,32.53,1246.0,2.15,27.5,0.0,0.33,32.05,23.0,2.0,40.0,17.0,11.0,18.0,0.0,45.0,24.0,7.0,5.0,439.15,0.26,0.3,0,44
119,1110.0,55.5,3.0,3184.91,0.06,66.73,1.96,31.31,4.07,95.4,88.51,377.94,20.39,23.96,2.35,432.0,658.0,29.02,700.0,3.36,69.41,0.06,0.1,58.33,21.0,6.0,27.0,28.0,18.0,19.0,0.0,23.0,34.0,6.0,10.0,547.79,0.2,0.08,0,42
120,850.0,50.0,3.0,7904.49,0.0,92.69,0.29,7.03,18.96,84.81,72.15,799.91,16.71,23.51,9.09,71.0,33.0,37.74,16.0,11.05,40.0,0.0,0.13,65.71,21.0,0.0,32.0,5.0,5.0,15.0,0.0,47.0,44.0,6.0,12.0,25.51,0.02,0.04,0,28
121,540.0,77.14,2.0,3142.39,0.09,66.53,7.06,26.4,6.59,89.87,82.28,654.29,22.85,24.22,6.54,411.0,810.0,13.37,476.0,5.51,47.95,0.0,0.88,58.21,21.0,5.0,29.0,24.0,20.0,16.0,0.0,44.0,39.0,7.0,3.0,319.82,0.82,1.33,0,31
122,200.0,50.0,3.0,1646.8,0.05,96.37,0.87,2.76,3.11,100.0,1.59,306.17,21.71,14.57,3.16,0.0,31.0,48.33,78.0,2.67,1.92,0.01,0.05,0.0,18.0,0.0,31.0,0.0,0.0,11.0,20.0,39.0,29.0,6.0,10.0,16.51,0.04,0.05,0,22
123,400.0,50.0,3.0,1145.59,0.03,73.6,2.1,24.3,2.01,86.49,75.68,300.15,30.15,14.86,1.78,398.0,228.0,32.74,183.0,1.78,71.15,0.0,0.03,56.25,30.0,6.0,40.0,51.0,30.0,23.0,0.0,12.0,11.0,6.0,3.0,33.53,0.02,0.04,0,39
124,50.0,50.0,1.0,213.06,0.0,73.48,0.14,26.37,2.45,85.71,17.14,0.0,16.67,16.67,0.0,20.0,211.0,38.84,640.0,3.09,23.53,0.0,0.01,4.35,2.0,0.0,48.0,71.0,26.0,16.0,0.0,71.0,14.0,8.0,3.0,67.0,0.0,0.01,0,33
125,400.0,100.0,3.0,2105.42,0.06,78.34,2.86,18.79,7.21,79.31,98.85,1.27,22.22,22.22,0.16,820.0,601.0,34.17,297.0,6.67,69.33,0.03,0.13,58.11,3.0,1.0,49.0,60.0,41.0,36.0,50.0,20.0,20.0,10.0,8.0,78.97,0.34,0.03,0,32
126,,,,1154.43,0.0,80.33,0.83,18.84,3.21,100.0,24.14,80.3,16.29,20.54,1.06,19.0,92.0,60.0,119.0,2.77,9.33,0.0,0.03,13.41,21.0,0.0,39.0,28.0,10.0,14.0,0.0,27.0,24.0,5.0,13.0,33.1,0.02,0.01,0,21
127,100.0,100.0,1.0,984.21,0.0,73.5,3.94,22.56,3.29,97.83,28.26,31.28,17.17,21.21,0.82,29.0,60.0,37.5,92.0,3.23,14.63,0.0,0.03,11.63,13.0,2.0,36.0,12.0,10.0,18.0,0.0,3.0,26.0,5.0,8.0,147.85,0.67,0.01,0,17
128,500.0,41.67,3.0,30.16,0.0,15.64,2.68,81.68,0.2,46.91,75.31,8.67,16.13,25.81,0.3,356.0,1286.0,14.44,901.0,0.12,52.46,0.0,0.01,38.3,20.0,6.0,51.0,60.0,34.0,38.0,0.0,7.0,16.0,5.0,2.0,30.68,0.02,0.0,0,28
129,400.0,100.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,13.89,73.61,0.0,14.29,28.57,0.0,226.0,112.0,35.26,27.0,0.0,50.0,0.0,0.0,53.85,24.0,21.0,44.0,47.0,34.0,34.0,0.0,0.0,16.0,4.0,7.0,0.81,0.0,0.0,0,65
130,,,,0.0,0.0,0.0,66.12,33.88,0.0,100.0,0.0,0.0,16.94,16.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,33
131,600.0,54.55,3.0,3943.22,0.0,81.16,0.42,18.41,6.51,97.65,77.65,129.94,20.69,22.41,4.81,331.0,358.0,26.49,399.0,4.14,61.04,0.0,0.04,24.32,4.0,0.0,38.0,44.0,29.0,27.0,0.0,27.0,19.0,6.0,5.0,248.95,0.03,0.01,0,25
132,100.0,50.0,2.0,1343.14,37.32,79.39,0.04,18.37,10.49,82.61,19.57,223.62,22.22,20.0,22.36,20.0,3.0,57.14,6.0,7.87,21.43,0.17,0.0,25.0,8.0,1.0,25.0,50.0,26.0,10.0,99.0,2.0,56.0,1.0,30.0,67.59,0.01,0.0,0,20
133,300.0,100.0,2.0,563.26,0.11,52.2,1.91,45.89,1.92,100.0,44.0,46.17,20.78,21.52,0.5,70.0,47.0,54.37,50.0,0.32,17.07,0.11,0.13,10.0,31.0,17.0,43.0,69.0,29.0,18.0,0.0,57.0,25.0,7.0,13.0,204.3,0.14,0.21,0,62
134,440.0,55.0,3.0,3710.83,0.77,84.05,3.62,12.31,6.8,96.55,90.8,689.48,20.85,20.27,6.1,2908.0,4937.0,5.08,4905.0,5.0,62.82,0.21,0.62,65.82,21.0,2.0,41.0,43.0,40.0,31.0,26.0,57.0,26.0,6.0,1.0,86.59,0.32,0.16,0,30
135,350.0,87.5,3.0,4377.47,0.0,93.63,0.0,6.37,13.85,80.23,80.23,295.48,13.04,24.35,10.94,331.0,428.0,28.55,197.0,8.28,56.92,0.0,0.0,44.44,9.0,0.0,41.0,34.0,24.0,34.0,0.0,0.0,26.0,4.0,9.0,25.89,0.0,0.0,0,32
136,170.0,24.29,3.0,0.0,0.0,0.0,0.0,100.0,0.0,70.37,7.41,0.0,16.67,16.67,0.0,0.0,83.0,33.06,56.0,0.0,0.0,0.0,0.0,33.33,5.0,0.0,28.0,0.0,0.0,18.0,0.0,0.0,40.0,2.0,13.0,0.03,0.0,0.0,1,60
138,410.0,51.25,3.0,1853.6,13.07,78.32,2.01,19.12,1.66,92.31,51.28,157.26,23.66,25.81,1.59,33.0,290.0,11.59,275.0,1.87,40.74,0.02,0.04,44.19,9.0,1.0,19.0,5.0,4.0,9.0,0.0,12.0,34.0,4.0,2.0,66.56,0.07,0.05,0,19
139,700.0,50.0,3.0,6680.38,0.0,81.53,2.57,15.89,7.99,100.0,84.88,580.28,22.26,20.55,4.0,459.0,225.0,21.88,216.0,8.42,48.15,0.0,0.45,52.63,17.0,2.0,46.0,17.0,15.0,27.0,0.0,48.0,22.0,7.0,4.0,469.08,0.16,0.18,0,28
141,580.0,29.0,3.0,0.15,0.0,0.02,62.91,37.07,0.0,100.0,57.65,0.0,22.28,39.88,0.0,148.0,65.0,36.89,119.0,0.0,19.18,0.0,1.07,34.62,26.0,14.0,16.0,30.0,21.0,7.0,0.0,33.0,34.0,7.0,10.0,118.38,0.91,0.88,0,33
143,430.0,86.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.23,0.0,0.0,0.0,0.0,127.0,192.0,51.52,113.0,0.0,68.29,0.0,0.0,36.11,0.0,0.0,34.0,48.0,23.0,19.0,0.0,0.0,21.0,0.0,12.0,0.0,0.0,0.0,1,52
144,400.0,100.0,3.0,38.68,0.0,11.04,8.47,79.98,0.07,100.0,60.92,2.41,19.17,23.83,0.02,73.0,152.0,66.45,132.0,0.06,29.41,0.0,0.04,18.18,24.0,8.0,47.0,44.0,16.0,16.0,0.0,18.0,15.0,6.0,10.0,84.58,0.05,0.05,0,38
146,220.0,44.0,2.0,102.7,0.0,30.51,0.03,69.46,1.21,60.98,24.39,1.31,17.31,25.0,0.11,5.0,29.0,53.23,4.0,2.76,13.04,0.0,0.0,19.23,14.0,7.0,51.0,17.0,5.0,27.0,0.0,55.0,14.0,6.0,8.0,105.25,0.0,0.0,0,30
147,300.0,100.0,2.0,495.41,0.02,31.54,38.7,29.76,1.45,96.49,77.19,37.51,21.79,21.23,0.96,765.0,314.0,12.29,151.0,1.0,61.22,0.0,2.09,62.22,11.0,2.0,37.0,35.0,31.0,37.0,0.0,33.0,30.0,7.0,4.0,183.72,1.67,1.55,0,24
148,340.0,34.0,3.0,1148.95,0.0,84.24,12.44,3.32,2.86,98.67,46.67,37.9,19.77,19.2,0.51,136.0,138.0,42.02,83.0,3.72,30.51,0.0,0.31,14.06,19.0,0.0,50.0,61.0,38.0,28.0,0.0,22.0,16.0,7.0,6.0,5.76,0.31,0.42,0,44
149,1060.0,34.19,3.0,4296.56,0.03,69.3,21.39,9.31,6.27,97.59,65.06,1619.62,23.42,24.09,11.17,473.0,1570.0,20.39,432.0,6.12,36.84,0.0,0.86,26.32,21.0,2.0,48.0,54.0,42.0,39.0,33.0,13.0,23.0,7.0,5.0,211.09,2.11,1.9,0,35
150,500.0,71.43,3.0,3334.49,262.74,67.43,10.1,17.16,5.3,90.8,79.31,256.63,20.45,22.27,2.76,349.0,672.0,18.25,365.0,10.07,46.58,25.11,1.22,51.35,15.0,1.0,38.0,21.0,17.0,34.0,54.0,49.0,26.0,8.0,5.0,208.66,0.76,0.94,0,19
151,450.0,50.0,3.0,238.75,0.0,88.17,0.17,11.66,2.51,45.45,65.45,131.77,23.08,23.08,7.32,77.0,231.0,31.04,245.0,2.42,46.67,0.0,0.0,58.82,19.0,5.0,45.0,24.0,18.0,24.0,0.0,6.0,17.0,2.0,4.0,4.11,0.0,0.0,0,60
153,50.0,50.0,1.0,128.15,0.0,70.18,8.27,21.55,0.37,98.11,26.42,3.9,23.23,18.06,0.05,1.0,30.0,33.33,37.0,0.52,12.82,0.0,0.01,16.33,25.0,3.0,17.0,1.0,1.0,16.0,0.0,9.0,35.0,7.0,16.0,18.6,0.09,0.01,0,27
154,480.0,40.0,2.0,39.13,0.0,7.0,37.18,55.82,0.17,100.0,38.0,0.05,24.48,25.67,0.0,51.0,457.0,14.42,177.0,0.39,14.0,0.0,0.58,16.0,19.0,5.0,50.0,49.0,32.0,41.0,0.0,34.0,16.0,7.0,2.0,120.48,0.35,0.3,0,33
156,230.0,38.33,1.0,1025.91,0.0,54.83,1.61,42.64,2.62,95.45,52.27,452.74,26.28,18.62,4.04,37.0,46.0,46.51,40.0,3.04,32.43,0.0,0.04,27.03,29.0,23.0,30.0,27.0,14.0,17.0,0.0,12.0,29.0,7.0,14.0,105.07,0.03,0.03,0,31
157,300.0,100.0,3.0,2194.04,1.47,64.65,17.44,17.86,3.13,94.87,91.03,268.26,24.2,21.66,2.24,944.0,977.0,29.51,590.0,3.96,81.94,0.0,0.71,72.86,17.0,2.0,44.0,40.0,28.0,33.0,100.0,22.0,22.0,7.0,7.0,97.75,0.69,0.69,0,36
158,70.0,17.5,2.0,0.16,0.0,0.68,83.63,15.7,0.0,96.39,21.69,0.0,24.4,20.22,0.0,78.0,369.0,35.94,331.0,0.0,14.86,0.0,0.02,12.9,24.0,2.0,32.0,44.0,27.0,21.0,0.0,15.0,35.0,7.0,13.0,0.28,0.01,0.02,0,37
159,400.0,100.0,3.0,3325.47,0.57,75.97,1.04,22.98,4.35,96.51,54.65,518.7,21.23,22.98,3.93,76.0,48.0,65.71,37.0,2.81,30.49,0.0,0.01,22.78,17.0,2.0,37.0,23.0,13.0,13.0,63.0,5.0,31.0,5.0,21.0,69.9,0.03,0.01,0,21
160,600.0,21.43,3.0,71.31,0.0,32.65,0.0,67.35,0.22,96.55,60.92,8.26,15.64,21.15,0.11,418.0,546.0,29.27,503.0,0.03,37.18,0.0,0.0,45.88,23.0,16.0,28.0,30.0,21.0,23.0,0.0,0.0,35.0,4.0,12.0,81.1,0.0,0.0,0,26
161,180.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.14,0.0,0.0,0.0,0.0,59.0,46.0,57.41,12.0,0.0,25.0,0.0,0.0,48.0,0.0,0.0,55.0,46.0,21.0,21.0,0.0,0.0,15.0,0.0,8.0,0.0,0.0,0.0,0,41
162,150.0,150.0,1.0,386.78,0.0,66.78,0.44,31.74,1.29,100.0,29.82,3.38,20.0,17.78,0.06,170.0,50.0,25.37,166.0,2.34,15.56,0.0,0.01,3.92,20.0,2.0,49.0,71.0,55.0,20.0,0.0,33.0,0.0,5.0,0.0,7.57,0.01,0.01,0,45
163,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,66.67,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,5.0,0.0,0.0,26.0,0.0,8.0,0.0,0.0,0.0,0,40
164,200.0,50.0,3.0,644.54,0.0,93.89,0.27,5.83,3.5,68.52,57.41,51.67,21.1,24.77,1.99,42.0,152.0,37.45,100.0,3.35,53.66,0.0,0.0,21.43,14.0,0.0,45.0,21.0,11.0,29.0,0.0,6.0,10.0,4.0,4.0,11.69,0.02,0.01,0,47
165,340.0,26.15,3.0,1308.29,0.0,76.47,10.73,12.81,1.91,96.05,69.74,95.19,18.0,30.52,0.73,391.0,185.0,49.59,171.0,3.12,43.84,0.0,0.14,36.62,19.0,2.0,42.0,45.0,29.0,16.0,0.0,13.0,33.0,6.0,12.0,33.25,0.18,0.13,0,43
166,190.0,31.67,3.0,124.62,0.0,53.43,14.87,31.7,0.69,84.21,57.89,0.0,31.82,13.64,0.0,66.0,275.0,19.83,240.0,0.64,37.04,0.0,0.16,53.85,2.0,0.0,32.0,11.0,9.0,15.0,0.0,30.0,40.0,9.0,5.0,1.73,0.08,0.16,0,19
167,750.0,83.33,3.0,8941.1,37.86,87.77,0.0,11.75,15.23,100.0,80.46,2030.62,12.3,26.18,14.0,284.0,703.0,13.42,380.0,13.43,34.88,19.79,0.0,13.95,25.0,2.0,55.0,71.0,36.0,51.0,12.0,0.0,10.0,3.0,1.0,306.59,0.0,0.0,0,24
168,70.0,23.33,2.0,0.09,0.0,0.92,13.35,85.73,0.0,96.0,8.0,0.0,16.36,18.18,0.0,4.0,0.0,100.0,7.0,0.0,0.0,0.0,0.01,0.0,15.0,12.0,10.0,100.0,50.0,0.0,0.0,10.0,15.0,4.0,10.0,1.7,0.01,0.0,0,43
171,450.0,37.5,3.0,360.95,227.46,19.66,43.29,24.65,0.36,96.34,73.17,111.79,27.09,20.53,0.68,328.0,150.0,39.02,105.0,0.45,45.61,5.84,0.93,50.88,16.0,3.0,37.0,33.0,23.0,10.0,47.0,10.0,30.0,3.0,5.0,114.6,1.3,1.14,0,16
172,630.0,17.5,3.0,15.98,0.0,5.04,29.38,65.58,0.03,96.1,45.45,0.4,22.78,24.68,0.01,122.0,996.0,12.01,123.0,0.03,24.62,0.0,0.03,22.86,5.0,7.0,64.0,53.0,34.0,70.0,0.0,2.0,10.0,2.0,1.0,34.56,0.04,0.02,0,30
174,500.0,26.32,3.0,188.93,134.33,17.63,27.3,42.54,0.28,100.0,28.75,13.84,22.3,19.76,0.11,24.0,36.0,63.64,50.0,0.37,5.41,29.23,0.4,13.92,18.0,4.0,41.0,13.0,8.0,13.0,45.0,29.0,31.0,7.0,17.0,236.79,0.75,0.45,0,19
175,240.0,30.0,3.0,63.58,0.0,5.78,76.8,17.42,0.17,98.81,38.1,3.28,19.96,23.82,0.04,242.0,73.0,40.65,152.0,0.16,20.25,0.0,1.94,26.92,19.0,1.0,39.0,29.0,23.0,19.0,0.0,33.0,21.0,6.0,7.0,63.03,1.55,0.57,0,28
176,260.0,52.0,2.0,3055.04,0.04,81.53,0.06,18.41,7.1,100.0,14.89,1001.09,19.0,23.08,6.38,43.0,73.0,26.26,27.0,7.56,7.69,0.0,0.01,7.69,37.0,7.0,25.0,61.0,42.0,20.0,0.0,26.0,42.0,5.0,12.0,144.25,0.01,0.0,0,24
177,50.0,50.0,1.0,35.47,8.94,66.57,0.12,16.52,0.13,100.0,0.0,10.85,13.04,25.51,0.16,0.0,80.0,37.01,2.0,0.06,0.0,0.13,0.0,0.0,26.0,4.0,38.0,0.0,0.0,36.0,0.0,14.0,17.0,2.0,9.0,3.58,0.0,0.0,0,18
178,140.0,46.67,2.0,7.01,0.0,4.58,81.83,13.59,0.03,93.48,19.57,0.33,25.0,18.06,0.03,3.0,59.0,57.25,66.0,0.03,6.06,0.0,0.41,9.09,5.0,0.0,36.0,30.0,6.0,16.0,0.0,41.0,31.0,11.0,18.0,12.31,0.35,0.27,0,16
179,110.0,12.22,3.0,63.19,0.0,33.96,37.23,28.81,0.19,97.56,4.88,1.74,23.8,15.56,0.03,1.0,73.0,53.21,24.0,0.16,2.63,0.0,0.21,1.25,20.0,0.0,58.0,20.0,5.0,28.0,0.0,42.0,15.0,6.0,8.0,2.18,0.1,0.1,0,30
180,200.0,100.0,2.0,2007.28,0.25,67.31,2.36,30.32,1.87,90.14,100.0,126.07,20.87,26.77,1.8,526.0,468.0,32.76,551.0,2.79,86.57,0.1,0.07,83.58,7.0,2.0,28.0,28.0,20.0,16.0,44.0,26.0,30.0,7.0,8.0,309.01,0.12,0.08,0,19
182,350.0,43.75,3.0,0.16,0.0,0.69,3.05,96.25,0.01,16.67,56.06,0.0,0.0,0.0,0.0,32.0,47.0,68.24,30.0,0.0,37.04,0.0,0.02,42.42,0.0,0.0,57.0,34.0,13.0,17.0,0.0,20.0,19.0,8.0,13.0,1.07,0.0,0.0,0,27
183,470.0,78.33,3.0,582.63,1.2,32.17,11.7,56.06,0.75,100.0,83.91,191.15,18.62,29.28,0.94,385.0,67.0,29.47,83.0,0.59,25.97,0.0,0.48,60.71,26.0,20.0,41.0,29.0,21.0,18.0,100.0,48.0,40.0,6.0,7.0,210.88,0.43,0.57,0,25
184,200.0,100.0,2.0,1751.44,12.93,73.37,1.62,24.46,6.35,95.35,46.51,463.88,21.6,19.2,8.28,69.0,173.0,13.5,289.0,5.02,34.48,6.51,0.27,15.15,20.0,3.0,31.0,26.0,20.0,17.0,23.0,52.0,46.0,6.0,4.0,258.24,0.26,0.42,0,22
185,290.0,58.0,3.0,457.6,0.0,39.19,7.87,52.94,0.82,100.0,98.46,34.83,22.33,22.09,0.36,486.0,542.0,13.0,561.0,0.78,51.79,0.0,0.41,76.92,18.0,3.0,23.0,14.0,13.0,15.0,0.0,71.0,30.0,7.0,3.0,167.2,0.26,0.4,0,40
186,30.0,30.0,1.0,0.0,0.0,0.0,8.44,91.56,0.0,13.33,86.67,0.0,14.29,28.57,0.0,32.0,18.0,63.27,10.0,0.0,66.67,0.0,0.11,40.0,50.0,10.0,38.0,42.0,21.0,14.0,0.0,100.0,33.0,12.0,20.0,0.0,0.0,0.0,1,57
187,420.0,84.0,3.0,3808.61,0.0,80.52,0.59,18.89,5.76,87.06,89.41,195.02,20.1,20.76,1.36,711.0,277.0,31.27,255.0,6.97,66.27,0.0,0.04,55.56,22.0,1.0,55.0,34.0,26.0,31.0,0.0,24.0,10.0,6.0,3.0,156.79,0.03,0.03,0,45
