,RECHARGE_VALUE,RECHARGE_AVG,MIN_RECHARGE_AVG,INSTAGRAM_MB,P2_MADE_CALLS,P2_PERC_DAYS_SOCIAL_NETWORK_OTT,P4_PERC_WHATSAPP_MB,PERC_INTERNET_SESSIONS_IN_P1,PERC_RECEIVED_CALLS_DURATION_IN_P2,WEEKDAY_PERC_INTERNET_MB,WEEKDAY_P23_INSTAGRAM_MB,WEEKDAY_P23_PERC_WHATSAPP_SESSIONS,WEEKEND_HOLYDAY_P14_PERC_WHATSAPP_MB,WEEKEND_HOLYDAY_P14_PERC_BANK_SESSIONS,WEEKEND_HOLYDAY_P14_WHATSAPP_MB_BY_SESSION,DEVICE_CAPABILITY_2G
12691,380.0,63.33,50.0,0.0,101.0,15.0,0.0,17.0,51.0,87.68,0.0,16.67,0.0,16.67,0.0,0
12692,400.0,28.57,17.5,0.0,792.0,0.0,0.0,100.0,46.0,100.0,0.0,0.0,0.0,12.5,0.0,1
12693,650.0,54.17,50.0,0.0,237.0,98.78,1.93,21.0,35.0,5.85,0.0,23.03,2.32,9.49,0.22,0
12695,550.0,50.0,50.0,0.0,269.0,44.78,2.44,26.0,49.0,79.46,0.0,18.62,0.08,12.58,0.0,0
12696,450.0,112.5,100.0,12.96,262.0,97.01,1.53,24.0,74.0,14.08,8.36,22.4,1.49,6.86,0.06,0
12697,450.0,32.14,20.0,0.0,343.0,92.73,5.13,17.0,39.0,13.98,0.0,12.6,1.73,9.69,0.05,0
12698,860.0,78.18,66.67,131.97,6.0,100.0,10.02,22.0,48.0,12.06,16.37,25.77,11.21,10.49,0.37,0
12700,100.0,25.0,25.0,0.0,11.0,36.36,35.04,5.0,34.0,53.86,0.0,26.42,24.41,14.29,0.06,0
12701,400.0,100.0,100.0,4.08,266.0,83.56,1.93,10.0,38.0,13.57,3.48,23.05,5.52,11.99,0.36,0
12702,550.0,36.67,30.0,0.0,30.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12703,250.0,83.33,75.0,1.04,72.0,85.11,0.12,22.0,43.0,11.94,0.0,21.33,0.46,12.93,0.01,0
12705,520.0,47.27,44.0,8.7,369.0,98.8,47.71,17.0,26.0,27.45,6.89,24.56,40.41,8.81,1.43,0
12706,120.0,20.0,20.0,0.0,0.0,100.0,,0.0,75.0,0.0,0.0,16.67,,,,1
12707,450.0,90.0,75.0,0.02,275.0,97.67,2.98,25.0,40.0,11.69,0.0,22.69,4.09,11.71,0.17,0
12708,430.0,18.7,14.17,0.15,209.0,94.2,58.14,21.0,25.0,13.85,0.0,28.47,63.74,8.04,2.52,0
12709,270.0,38.57,35.0,0.0,0.0,100.0,40.02,10.0,44.0,21.63,0.0,25.78,34.43,6.01,0.24,0
12710,100.0,50.0,50.0,0.0,41.0,92.0,0.12,21.0,51.0,38.32,0.0,22.54,0.27,11.86,0.01,0
12711,,,,0.0,0.0,100.0,0.0,18.0,53.0,100.0,0.0,16.67,0.0,16.67,0.0,0
12712,700.0,58.33,50.0,66.94,5.0,100.0,0.0,5.0,37.0,28.73,52.09,12.39,0.0,12.96,0.0,0
12713,700.0,87.5,56.0,0.65,235.0,100.0,7.67,19.0,55.0,12.43,0.62,25.97,9.28,10.64,0.35,0
12716,1100.0,91.67,70.0,92.49,824.0,87.34,13.45,20.0,28.0,24.13,46.8,27.06,13.99,7.27,0.99,0
12717,300.0,100.0,100.0,0.0,106.0,93.88,57.39,16.0,27.0,50.73,0.0,24.75,7.54,7.12,0.01,0
12718,440.0,25.88,20.0,0.0,31.0,47.5,0.0,18.0,46.0,43.68,0.0,15.05,0.0,14.15,0.0,0
12719,,,,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12720,230.0,46.0,43.33,0.0,0.0,98.11,5.53,21.0,48.0,6.06,0.0,28.17,12.08,12.0,0.13,0
12721,60.0,20.0,10.0,0.92,1.0,100.0,4.87,21.0,29.0,40.22,0.0,17.83,9.94,14.29,0.09,0
12724,250.0,50.0,50.0,0.0,19.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12726,270.0,22.5,20.0,0.49,9.0,98.21,2.67,11.0,61.0,89.12,0.39,31.37,3.34,7.69,0.03,0
12727,150.0,25.0,16.67,0.0,149.0,97.3,25.95,20.0,48.0,19.03,0.0,26.67,19.72,12.75,0.23,0
12729,450.0,75.0,50.0,0.0,78.0,100.0,0.54,23.0,35.0,28.58,0.0,23.58,0.25,9.51,0.01,0
12731,1121.35,186.89,100.0,0.0,902.0,96.55,0.02,20.0,50.0,16.09,0.0,14.04,0.06,12.87,0.01,0
12732,100.0,50.0,50.0,1.61,134.0,86.44,28.9,16.0,44.0,17.43,0.65,22.15,7.95,8.87,0.22,0
12733,500.0,83.33,66.67,0.0,249.0,86.75,0.77,22.0,38.0,9.6,0.0,22.11,0.56,11.07,0.04,0
12734,120.0,30.0,20.0,0.13,4.0,88.0,36.96,26.0,60.0,43.96,0.08,21.11,100.0,15.73,0.02,0
12735,300.0,100.0,100.0,0.03,701.0,98.61,4.79,15.0,44.0,27.29,0.03,26.0,2.74,10.76,0.5,0
12736,380.0,29.23,20.0,0.0,51.0,82.86,70.7,18.0,23.0,16.93,0.0,25.26,66.35,10.77,1.88,0
12737,400.0,100.0,100.0,0.0,383.0,87.65,0.0,11.0,35.0,15.98,0.0,10.57,0.0,10.87,0.0,0
12738,350.0,50.0,50.0,0.46,1.0,95.74,0.83,26.0,19.0,17.09,0.0,18.85,2.91,11.31,0.1,0
12739,400.0,50.0,50.0,0.0,146.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12740,300.0,100.0,100.0,0.0,80.0,42.11,9.31,6.0,45.0,7.72,0.0,25.86,16.96,7.53,0.28,0
12741,30.0,30.0,30.0,0.0,8.0,2.94,100.0,25.0,46.0,0.0,0.0,0.0,100.0,14.29,0.06,1
12742,450.0,112.5,75.0,0.13,59.0,100.0,1.05,9.0,44.0,29.65,0.09,20.13,0.98,13.47,0.11,0
12743,400.0,80.0,75.0,0.0,174.0,88.14,8.3,23.0,34.0,21.83,0.0,23.05,12.85,11.2,1.41,0
12745,450.0,90.0,75.0,0.63,250.0,91.36,15.26,20.0,46.0,23.34,0.63,27.12,6.61,10.71,0.03,0
12747,100.0,50.0,50.0,0.14,64.0,100.0,71.33,22.0,53.0,22.86,0.1,22.1,23.8,12.12,0.39,0
12749,200.0,100.0,100.0,0.0,309.0,34.21,0.45,3.0,49.0,8.62,0.0,13.46,0.0,0.0,0.0,0
12750,140.0,20.0,20.0,0.0,48.0,4.55,0.0,0.0,60.0,0.0,0.0,16.67,0.0,14.29,0.0,1
12751,400.0,100.0,100.0,0.0,252.0,96.39,18.58,19.0,37.0,27.32,0.0,28.35,21.53,11.9,0.12,0
12752,700.0,116.67,75.0,0.08,312.0,85.71,0.0,9.0,41.0,29.34,0.05,11.75,0.0,13.16,0.0,0
12753,20.0,20.0,20.0,0.0,2.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12754,40.0,20.0,20.0,0.0,1.0,100.0,0.53,25.0,61.0,72.14,0.0,29.75,0.0,14.29,0.0,0
12755,,,,0.0,2.0,50.0,0.0,0.0,28.0,0.0,0.0,16.67,0.0,0.0,0.0,1
12756,350.0,50.0,50.0,0.01,64.0,100.0,41.16,20.0,52.0,26.61,0.0,24.16,2.59,9.86,0.09,0
12757,20.0,10.0,10.0,0.0,0.0,100.0,36.87,25.0,18.0,55.79,0.0,23.86,63.91,15.28,0.01,0
12758,600.0,200.0,200.0,2.13,25.0,100.0,2.27,19.0,42.0,37.52,0.66,22.76,0.21,13.5,0.0,0
12760,500.0,100.0,100.0,18.12,84.0,97.33,16.82,19.0,25.0,17.69,13.1,23.38,32.02,8.39,2.22,0
12761,570.0,81.43,75.0,0.18,297.0,91.95,0.91,24.0,47.0,72.98,0.0,23.28,1.34,12.9,0.01,0
12762,420.0,38.18,30.0,0.0,141.0,98.36,8.6,11.0,47.0,13.8,0.0,22.16,7.51,11.94,0.12,0
12763,400.0,133.33,100.0,0.5,605.0,94.12,4.09,19.0,50.0,81.88,0.34,24.89,2.36,12.09,0.03,0
12764,500.0,55.56,50.0,2.19,207.0,94.92,0.33,4.0,33.0,10.19,1.93,22.04,0.39,9.31,0.01,0
12765,130.0,32.5,30.0,0.0,21.0,61.11,0.0,0.0,51.0,50.38,0.0,15.75,0.0,14.29,0.0,0
12766,150.0,50.0,50.0,0.0,261.0,53.33,1.49,15.0,42.0,48.72,0.0,17.52,1.42,9.52,0.01,0
12767,560.0,80.0,55.0,23.96,247.0,82.43,13.3,23.0,40.0,74.92,2.15,22.43,12.81,9.85,0.23,0
12768,980.0,40.83,34.44,0.0,272.0,95.18,14.48,23.0,28.0,4.3,0.0,29.35,22.74,6.76,3.36,0
12769,350.0,58.33,50.0,0.0,194.0,100.0,4.26,23.0,55.0,88.69,0.0,26.58,4.63,11.61,0.03,0
12770,270.0,38.57,35.0,0.0,34.0,97.33,63.75,21.0,45.0,5.35,0.0,25.75,31.11,12.79,1.08,0
12772,950.0,135.71,50.0,0.12,43.0,87.5,3.47,27.0,38.0,10.6,0.04,20.88,6.83,11.45,1.95,0
12773,160.0,22.86,20.0,0.28,0.0,100.0,41.44,11.0,19.0,44.99,0.06,23.74,73.3,10.42,0.85,0
12774,450.0,50.0,50.0,0.0,109.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12775,100.0,100.0,100.0,0.0,209.0,100.0,3.95,16.0,57.0,42.24,0.0,23.74,5.94,8.21,0.05,0
12776,350.0,58.33,50.0,0.04,23.0,98.57,1.35,15.0,36.0,20.84,0.04,25.08,1.52,10.56,0.06,0
12777,470.0,47.0,40.0,0.0,131.0,91.38,11.85,21.0,34.0,27.35,0.0,24.95,21.08,7.29,1.12,0
12778,420.0,84.0,60.0,0.0,626.0,16.67,0.0,4.0,51.0,5.13,0.0,15.38,0.0,13.79,0.0,0
12779,1600.0,145.45,100.0,0.0,1126.0,97.67,14.18,21.0,44.0,9.87,0.0,24.31,3.95,10.31,1.03,0
12780,710.0,64.55,52.5,0.02,1496.0,100.0,0.0,26.0,44.0,28.65,0.02,11.72,0.0,12.03,0.0,0
12781,20.0,20.0,20.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12782,650.0,50.0,50.0,13.61,979.0,80.46,3.42,23.0,39.0,11.53,10.46,21.19,1.8,10.08,0.18,0
12783,400.0,100.0,100.0,0.0,38.0,98.04,6.97,16.0,24.0,29.5,0.0,22.4,0.52,10.0,0.05,0
12785,250.0,83.33,50.0,4.58,33.0,88.57,2.38,16.0,49.0,8.83,2.87,19.92,0.77,7.07,0.08,0
12786,400.0,100.0,100.0,1.43,20.0,95.16,4.88,18.0,33.0,10.47,0.71,22.47,1.99,9.85,0.24,0
12787,190.0,14.62,12.5,0.0,25.0,0.0,0.0,100.0,15.0,0.0,0.0,0.0,0.0,16.67,0.0,0
12788,160.0,11.43,10.0,0.0,27.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12789,450.0,50.0,50.0,0.0,373.0,37.7,3.23,10.0,51.0,27.49,0.0,20.91,7.7,13.56,0.12,0
12791,670.0,95.71,66.67,3.41,288.0,100.0,4.89,19.0,41.0,12.39,2.27,22.7,2.51,6.27,0.03,0
12792,670.0,60.91,50.0,0.0,476.0,100.0,4.75,22.0,39.0,4.74,0.0,22.96,8.39,11.87,0.36,0
12793,400.0,100.0,100.0,0.0,130.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12794,,,,0.0,78.0,100.0,1.52,11.0,45.0,2.94,0.0,22.22,1.07,10.53,0.37,0
12795,300.0,50.0,50.0,0.0,441.0,15.91,0.0,9.0,46.0,23.48,0.0,11.11,0.0,12.5,0.0,0
12796,70.0,23.33,20.0,0.0,2.0,0.0,0.0,4.0,45.0,81.5,0.0,39.62,0.0,0.0,0.0,1
12797,420.0,46.67,40.0,0.0,169.0,96.3,3.82,6.0,44.0,78.2,0.0,19.78,2.55,13.01,0.04,0
12798,600.0,50.0,50.0,0.0,916.0,21.05,0.0,3.0,33.0,94.58,0.0,11.11,0.0,12.5,0.0,0
12799,910.0,53.53,44.29,0.0,1359.0,97.7,5.43,16.0,36.0,20.58,0.0,25.11,1.86,10.27,0.03,0
12800,680.0,37.78,32.5,0.0,39.0,100.0,9.54,24.0,52.0,8.81,0.0,22.67,8.73,11.93,0.2,0
12801,550.0,45.83,41.67,0.03,116.0,97.53,27.34,17.0,40.0,19.34,0.03,25.95,18.08,9.87,0.14,0
12803,459.15,114.79,50.0,0.0,59.0,27.5,0.0,9.0,49.0,100.0,0.0,16.0,0.0,16.67,0.0,0
12805,650.0,54.17,50.0,0.08,212.0,100.0,29.28,18.0,62.0,23.19,0.02,27.1,24.4,10.62,2.21,0
12806,260.0,28.89,28.33,0.0,0.0,81.82,12.88,40.0,27.0,33.79,0.0,34.52,4.81,5.39,0.09,1
12807,100.0,20.0,20.0,0.0,5.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12808,620.0,44.29,41.67,1.09,262.0,89.02,6.97,15.0,41.0,48.81,0.68,22.29,17.59,10.26,0.32,0
12809,400.0,100.0,100.0,2.08,60.0,96.0,2.23,18.0,50.0,33.36,2.08,21.28,0.49,12.95,0.02,0
12810,300.0,100.0,100.0,0.0,568.0,60.66,24.51,11.0,49.0,65.26,0.0,20.54,20.03,8.59,0.55,1
12811,300.0,100.0,100.0,0.6,15.0,100.0,3.48,21.0,25.0,31.54,0.34,22.33,11.69,12.36,0.73,0
12813,450.0,50.0,50.0,0.0,249.0,88.0,0.97,3.0,49.0,8.97,0.0,22.48,0.47,8.74,0.04,0
12814,550.0,50.0,50.0,0.0,679.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12815,1100.0,100.0,100.0,0.43,175.0,100.0,15.66,24.0,22.0,17.43,0.43,22.55,18.79,11.58,3.07,0
12817,,,,0.0,3.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12819,50.0,50.0,50.0,0.0,123.0,83.33,41.37,14.0,42.0,34.72,0.0,29.0,23.78,9.86,0.02,0
12821,200.0,100.0,100.0,0.0,31.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12822,400.0,100.0,100.0,0.0,453.0,34.72,0.31,16.0,47.0,94.94,0.0,20.52,0.62,13.25,0.0,0
12823,150.0,50.0,50.0,0.0,354.0,98.31,4.57,27.0,47.0,3.78,0.0,42.57,1.48,5.62,0.06,0
12825,550.0,91.67,75.0,0.0,1023.0,100.0,2.05,23.0,36.0,16.21,0.0,24.82,0.92,11.2,0.05,0
12828,20.0,20.0,20.0,0.0,0.0,100.0,0.0,0.0,38.0,0.0,0.0,0.0,,,,0
12829,600.0,100.0,100.0,6.74,149.0,90.28,4.85,24.0,29.0,12.2,4.38,23.09,3.28,9.21,0.41,0
12831,430.0,53.75,30.0,0.0,208.0,98.51,2.06,20.0,42.0,12.91,0.0,19.45,2.67,13.03,0.13,0
12832,20.0,20.0,20.0,0.0,0.0,100.0,1.42,20.0,31.0,43.16,0.0,17.88,2.11,14.06,0.01,0
12833,400.0,100.0,100.0,0.0,365.0,80.72,2.71,21.0,42.0,9.4,0.0,23.8,3.36,11.27,0.25,0
12834,590.0,34.71,25.71,0.0,34.0,100.0,31.89,20.0,27.0,52.88,0.0,16.27,24.4,12.36,0.25,0
12837,200.0,40.0,20.0,0.05,82.0,75.0,10.35,8.0,44.0,19.77,0.01,23.08,0.0,0.0,0.0,0
12839,380.0,76.0,65.0,87.06,140.0,100.0,1.17,25.0,52.0,17.96,0.85,23.1,0.91,11.3,0.05,0
12840,,,,0.0,0.0,0.0,0.0,25.0,17.0,0.0,0.0,16.67,0.0,0.0,0.0,0
12841,130.0,21.67,20.0,0.0,4.0,0.0,0.0,0.0,42.0,0.0,0.0,16.67,0.0,0.0,0.0,1
12842,110.0,36.67,30.0,0.47,76.0,95.24,5.39,4.0,26.0,17.75,0.03,25.75,3.35,4.76,0.09,0
12843,60.0,20.0,10.0,0.0,0.0,20.0,0.0,0.0,28.0,100.0,0.0,15.0,0.0,0.0,0.0,1
12844,240.0,21.82,20.0,0.0,17.0,100.0,58.11,3.0,40.0,38.93,0.0,26.18,74.3,11.71,0.15,0
12845,356.1,118.7,75.0,0.02,43.0,86.49,27.75,23.0,48.0,38.45,0.0,24.59,7.85,7.91,1.14,0
12846,420.0,84.0,73.33,0.0,106.0,97.59,10.75,7.0,43.0,36.16,0.0,22.41,3.79,11.11,0.05,0
12847,150.0,25.0,23.33,0.0,55.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12848,40.0,20.0,20.0,0.0,0.0,50.0,0.0,0.0,28.0,0.0,0.0,16.67,0.0,0.0,0.0,0
12849,260.0,43.33,36.67,0.0,909.0,98.44,26.29,27.0,28.0,78.13,0.0,24.3,9.25,12.08,0.1,0
12850,,,,0.0,0.0,100.0,0.69,0.0,18.0,97.94,0.0,16.67,0.0,0.0,0.0,0
12851,400.0,100.0,100.0,0.0,74.0,100.0,12.32,20.0,56.0,28.48,0.0,22.89,16.07,12.58,0.73,0
12853,,,,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12854,350.0,50.0,50.0,0.0,148.0,88.14,0.0,11.0,42.0,16.43,0.0,13.37,0.0,14.67,0.0,0
12855,320.0,18.82,13.33,0.0,17.0,100.0,22.28,19.0,38.0,20.77,0.0,22.87,15.37,12.25,0.15,0
12856,130.0,11.82,10.0,0.0,0.0,100.0,81.49,8.0,54.0,10.05,0.0,27.78,88.46,13.33,0.2,0
12857,770.0,48.13,44.0,0.0,790.0,100.0,68.67,23.0,52.0,7.71,0.0,24.07,61.99,10.39,10.18,0
12858,20.0,20.0,20.0,0.01,0.0,100.0,0.0,33.0,50.0,50.01,0.01,21.43,0.0,0.0,0.0,0
12859,450.0,50.0,50.0,0.0,518.0,1.92,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12860,500.0,100.0,100.0,0.49,78.0,89.61,10.92,19.0,57.0,21.04,0.0,22.47,6.34,11.08,0.25,0
12862,550.0,137.5,75.0,6.09,437.0,96.47,37.83,12.0,50.0,56.54,2.43,24.53,61.8,11.35,1.02,0
12863,150.0,50.0,50.0,0.01,16.0,72.73,3.79,4.0,37.0,15.03,0.0,21.09,8.91,10.39,0.39,0
12864,580.0,29.0,27.5,0.0,22.0,98.78,30.69,21.0,40.0,25.8,0.0,25.12,14.98,11.35,0.48,0
12865,530.0,48.18,45.0,0.0,224.0,10.34,0.13,35.0,27.0,93.08,0.0,9.38,0.22,9.68,0.01,0
12866,550.0,50.0,50.0,0.0,191.0,77.03,0.05,12.0,47.0,8.14,0.0,20.64,0.11,12.2,0.01,0
12869,300.0,100.0,100.0,8.38,98.0,83.58,1.33,16.0,45.0,42.47,0.04,25.08,5.87,13.62,0.13,0
12871,400.0,100.0,100.0,0.68,1792.0,53.01,11.9,12.0,37.0,59.72,0.29,23.27,12.58,8.22,0.63,0
12872,,,,0.0,30.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12873,430.0,86.0,76.67,0.0,237.0,100.0,11.34,25.0,49.0,14.13,0.0,22.64,21.5,10.88,1.73,0
12874,400.0,100.0,100.0,0.0,385.0,100.0,54.99,22.0,36.0,25.38,0.0,22.73,51.87,9.15,0.82,0
12875,100.0,50.0,50.0,0.0,38.0,90.0,33.34,20.0,27.0,30.26,0.0,24.02,2.39,11.11,0.1,0
12876,100.0,20.0,20.0,0.0,0.0,94.34,91.72,20.0,21.0,1.98,0.0,44.08,87.28,8.28,1.25,1
12877,270.0,38.57,36.67,0.0,113.0,4.0,0.0,0.0,29.0,0.0,0.0,16.67,0.0,0.0,0.0,1
12878,,,,0.0,0.0,100.0,4.15,25.0,0.0,42.36,0.0,19.43,2.75,13.71,0.0,0
12879,400.0,200.0,200.0,1.55,434.0,71.25,2.78,2.0,39.0,35.61,0.87,21.06,2.65,14.81,0.18,0
12880,650.0,92.86,83.33,0.01,60.0,64.71,42.12,10.0,42.0,31.22,0.01,23.22,41.61,8.77,2.07,0
12881,400.0,100.0,100.0,0.0,40.0,98.77,0.4,21.0,57.0,2.68,0.0,21.5,0.1,8.6,0.0,0
12882,550.0,50.0,50.0,0.0,131.0,93.1,7.78,22.0,44.0,21.59,0.0,18.0,28.73,12.5,0.12,0
12883,400.0,100.0,100.0,0.0,194.0,58.46,49.81,9.0,41.0,31.58,0.0,23.38,45.76,11.48,1.58,0
12884,400.0,100.0,100.0,202.36,174.0,81.69,21.08,18.0,32.0,12.34,186.07,22.93,12.97,9.01,0.29,0
12885,900.0,23.08,21.88,0.04,320.0,98.84,17.16,16.0,44.0,50.83,0.04,28.74,21.94,10.94,0.32,0
12886,180.0,22.5,10.0,0.04,9.0,98.65,18.94,18.0,21.0,11.57,0.04,22.33,19.37,13.43,0.71,0
12887,,,,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,,,,0
12888,320.0,80.0,60.0,0.46,327.0,91.3,0.72,15.0,45.0,37.03,0.33,11.95,1.55,11.76,0.16,0
12889,50.0,25.0,20.0,0.0,1.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12890,410.0,51.25,30.0,0.0,62.0,76.19,35.34,20.0,33.0,53.91,0.0,23.57,27.12,13.19,0.03,0
12891,80.0,11.43,10.0,0.91,1.0,96.97,52.7,15.0,33.0,7.12,0.79,27.59,38.91,13.45,4.44,0
12892,50.0,50.0,50.0,0.0,0.0,100.0,21.32,22.0,15.0,14.78,0.0,23.81,31.44,12.5,0.58,0
12894,430.0,33.08,30.0,0.0,543.0,48.15,43.23,10.0,54.0,43.28,0.0,23.94,44.78,6.98,0.52,0
12895,590.0,36.88,35.0,0.0,339.0,98.72,7.32,12.0,53.0,39.47,0.0,24.43,1.81,11.15,0.02,0
12897,430.0,86.0,65.0,2.26,401.0,97.65,6.77,10.0,39.0,46.99,2.26,19.37,12.14,8.36,0.3,0
12898,490.0,49.0,43.33,175.16,14.0,100.0,26.53,23.0,34.0,62.44,134.34,22.41,21.33,12.58,0.9,0
12900,300.0,60.0,50.0,0.0,187.0,79.69,3.73,11.0,29.0,16.36,0.0,25.21,4.52,8.91,0.37,0
12901,400.0,100.0,100.0,0.0,134.0,96.3,59.94,18.0,40.0,42.47,0.0,23.04,52.63,10.15,0.72,0
12903,,,,0.0,0.0,25.0,0.0,0.0,24.0,0.0,0.0,16.67,0.0,0.0,0.0,0
12904,180.0,60.0,60.0,0.0,100.0,84.0,3.09,22.0,50.0,3.97,0.0,22.01,1.92,11.11,0.08,0
12906,220.0,44.0,35.0,0.0,22.0,87.18,2.53,6.0,46.0,3.33,0.0,21.03,2.26,11.45,0.09,1
12907,100.0,50.0,50.0,0.01,9.0,0.0,0.09,10.0,48.0,39.34,0.0,21.05,,,,0
12908,2480.0,44.29,41.9,0.0,21.0,100.0,0.72,19.0,47.0,1.55,0.0,24.5,0.52,7.64,0.32,0
12909,530.0,48.18,45.0,0.0,144.0,97.56,0.0,20.0,51.0,99.09,0.0,15.16,0.0,15.7,0.0,0
12910,400.0,100.0,100.0,0.0,698.0,100.0,0.0,24.0,88.0,13.21,0.0,9.63,0.0,12.5,0.0,0
12911,200.0,100.0,100.0,0.0,145.0,98.33,13.74,22.0,53.0,69.57,0.0,23.76,8.33,12.06,0.02,0
12912,400.0,100.0,100.0,2.25,94.0,71.01,0.55,11.0,47.0,9.02,0.0,22.79,0.75,12.21,0.08,0
12913,410.0,45.56,40.0,0.0,296.0,81.94,36.34,21.0,46.0,20.83,0.0,23.43,25.6,10.24,4.41,0
12914,400.0,100.0,100.0,0.0,153.0,98.72,38.39,0.0,67.0,90.51,0.0,24.92,46.76,12.28,0.32,0
12915,850.0,50.0,50.0,0.02,200.0,94.2,0.06,19.0,38.0,15.31,0.02,15.55,0.3,11.15,0.02,0
12916,300.0,100.0,100.0,0.0,2.0,98.48,6.69,9.0,43.0,26.75,0.0,21.28,5.34,12.5,0.09,0
12917,40.0,20.0,20.0,0.0,6.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12918,400.0,100.0,100.0,0.49,186.0,97.3,10.96,12.0,39.0,45.62,0.0,27.47,9.33,10.13,0.25,0
12919,200.0,100.0,100.0,0.0,8.0,57.58,0.27,14.0,48.0,30.24,0.0,18.63,1.93,13.89,0.03,0
12920,720.0,48.0,45.71,0.05,10.0,100.0,27.47,22.0,12.0,18.68,0.0,24.97,34.23,12.82,2.38,0
12921,150.0,50.0,50.0,0.0,306.0,9.09,0.05,23.0,49.0,15.13,0.0,13.79,0.0,0.0,0.0,0
12922,590.0,73.75,60.0,0.01,35.0,97.22,1.24,10.0,50.0,69.75,0.01,21.09,3.83,12.36,0.01,0
12924,,,,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12925,50.0,25.0,20.0,0.0,2.0,66.67,0.0,12.0,29.0,42.86,0.0,16.39,0.0,14.81,0.0,0
12926,420.0,84.0,73.33,0.64,295.0,65.38,14.93,40.0,21.0,45.69,0.0,20.62,5.27,10.2,0.27,0
12927,570.0,81.43,53.33,2.66,650.0,100.0,31.8,16.0,46.0,36.68,2.66,23.12,20.54,11.26,0.87,0
12928,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12929,80.0,20.0,20.0,0.0,25.0,57.89,0.0,7.0,42.0,100.0,0.0,16.46,0.0,15.38,0.0,1
12930,,,,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,,,,0
12932,520.0,47.27,42.5,0.0,411.0,77.38,0.0,16.0,52.0,99.69,0.0,10.39,0.0,11.07,0.0,0
12933,20.0,20.0,20.0,0.0,0.0,100.0,1.18,17.0,24.0,70.62,0.0,18.52,0.0,0.0,0.0,0
12934,350.0,50.0,50.0,0.01,84.0,98.44,11.8,19.0,38.0,4.47,0.0,25.08,5.16,8.21,0.35,0
12935,140.0,28.0,26.67,0.0,6.0,42.86,0.0,10.0,38.0,99.59,0.0,14.71,0.0,15.79,0.0,0
12939,,,,0.0,0.0,47.37,0.0,27.0,34.0,0.0,0.0,16.67,0.0,16.67,0.0,0
12940,400.0,100.0,100.0,0.0,413.0,8.0,0.0,27.0,38.0,96.06,0.0,13.16,0.0,15.0,0.0,0
12941,,,,0.0,0.0,100.0,0.0,25.0,0.0,0.0,0.0,16.67,,,,0
12942,100.0,100.0,100.0,0.0,59.0,20.0,0.04,47.0,0.0,4.97,0.0,24.24,0.05,9.68,0.0,0
12943,110.0,22.0,20.0,0.0,0.0,100.0,5.57,23.0,40.0,56.02,0.0,20.94,98.04,14.29,0.37,0
12945,20.0,20.0,20.0,0.0,2.0,44.44,100.0,7.0,54.0,29.08,0.0,20.41,0.0,16.67,0.0,0
12946,300.0,100.0,100.0,0.0,182.0,61.43,0.37,21.0,38.0,8.77,0.0,16.06,0.27,12.93,0.02,0
12947,250.0,83.33,83.33,0.0,112.0,11.11,0.0,0.0,34.0,100.0,0.0,16.67,0.0,16.67,0.0,0
12948,470.0,22.38,21.11,0.0,345.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,16.67,0.0,1
